number,lv1,lv2,name
423,Xây dựng và Bất động sản,Phát triển bất động sản,ITC
424,Xây dựng và Bất động sản,Phát triển bất động sản,KDH
425,Xây dựng và Bất động sản,Phát triển bất động sản,KSF
426,Xây dựng và Bất động sản,Phát triển bất động sản,L14
427,Xây dựng và Bất động sản,Phát triển bất động sản,LSG
428,Xây dựng và Bất động sản,Phát triển bất động sản,MGR
429,Xây dựng và Bất động sản,Phát triển bất động sản,NBB
430,Xây dựng và Bất động sản,Phát triển bất động sản,NDN
431,Xây dựng và Bất động sản,Phát triển bất động sản,NHA
432,Xây dựng và Bất động sản,Phát triển bất động sản,NLG
433,Xây dựng và Bất động sản,Phát triển bất động sản,NTL
434,Xây dựng và Bất động sản,Phát triển bất động sản,NVL
435,Xây dựng và Bất động sản,Phát triển bất động sản,PDR
436,Xây dựng và Bất động sản,Phát triển bất động sản,PNT
437,Xây dựng và Bất động sản,Phát triển bất động sản,PPI
438,Xây dựng và Bất động sản,Phát triển bất động sản,PVV
439,Xây dựng và Bất động sản,Phát triển bất động sản,PXI
440,Xây dựng và Bất động sản,Phát triển bất động sản,QCG
441,Xây dựng và Bất động sản,Phát triển bất động sản,RCL
442,Xây dựng và Bất động sản,Phát triển bất động sản,SCR
443,Xây dựng và Bất động sản,Phát triển bất động sản,SJS
444,Xây dựng và Bất động sản,Phát triển bất động sản,SNZ
445,Xây dựng và Bất động sản,Phát triển bất động sản,SSH
446,Xây dựng và Bất động sản,Phát triển bất động sản,TBR
447,Xây dựng và Bất động sản,Phát triển bất động sản,TCH
448,Xây dựng và Bất động sản,Phát triển bất động sản,TDC
449,Xây dựng và Bất động sản,Phát triển bất động sản,VC3
450,Xây dựng và Bất động sản,Phát triển bất động sản,VC7
451,Xây dựng và Bất động sản,Phát triển bất động sản,VCR
452,Xây dựng và Bất động sản,Phát triển bất động sản,VHD
453,Xây dựng và Bất động sản,Phát triển bất động sản,VHM
454,Xây dựng và Bất động sản,Phát triển bất động sản,VIC
455,Xây dựng và Bất động sản,Phát triển bất động sản,VPH
456,Xây dựng và Bất động sản,Phát triển bất động sản,VPI
457,Xây dựng và Bất động sản,Phát triển bất động sản,XDH
458,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,ACS
459,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,ASA
460,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,B82
461,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,BCG
462,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,BMN
463,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,BOT
464,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,C12
465,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,C47
466,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,C4G
467,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,C92
468,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CC1
469,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CDR
470,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CI5
471,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CII
472,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CIP
473,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CMS
474,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CT3
475,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CT6
476,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CTI
477,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,CTN
478,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,DCF
479,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,DGT
480,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,DPG
481,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,DVW
482,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,E12
483,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,G36
484,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,GH3
485,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,GTS
486,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,H11
487,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,HAS
488,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,HFB
489,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,HHR
490,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,HHV
491,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,HTE
492,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,HTI
493,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,ICN
494,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,KTT
495,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,L12
496,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,L18
497,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,L35
498,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,L40
499,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LCG
500,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LCS
501,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LG9
502,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LGC
503,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LHC
504,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LIG
505,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LLM
506,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LM3
507,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LTC
508,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,LUT
509,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,MCI
510,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,MCO
511,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,MES
512,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,MST
513,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,NTB
514,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PC1
515,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PCC
516,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PEN
517,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PFL
518,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PHC
519,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PPS
520,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PQN
521,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PTO
522,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PVH
523,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PVX
524,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PVY
525,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PXC
526,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PXS
527,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,PXT
528,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,QLD
529,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,QTC
530,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,ROS
531,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,S12
532,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,S55
533,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,S99
534,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD2
535,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD4
536,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD5
537,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD6
538,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD7
539,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD8
540,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SD9
541,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SDD
542,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SDT
543,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SJE
544,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,SJG
545,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TA3
546,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TA6
547,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TA9
548,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TBT
549,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TCD
550,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TED
551,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TEL
552,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TGG
553,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,THD
554,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TNM
555,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TTL
556,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,TV6
557,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,V15
558,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VE1
559,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VE2
560,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VE3
561,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VE4
562,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VE8
563,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VE9
564,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VIW
565,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VMI
566,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VNE
567,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VPC
568,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VSE
569,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VSI
570,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VVN
571,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,VW3
572,Xây dựng và Bất động sản,Xây dựng công nghiệp nặng và dân dụng,XLV
573,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",AME
574,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",ATB
575,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",BHT
576,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",C69
577,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CC4
578,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CH5
579,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CHS
580,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CLG
581,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CSC
582,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CTD
583,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CTX
584,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",CX8
585,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",DC1
586,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",DC4
587,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",DIH
588,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",DLR
589,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",DTD
590,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",E29
591,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",GTH
592,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HAN
593,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HBC
594,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HC1
595,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HEC
596,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HMS
597,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HU3
598,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",HUB
599,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",ICI
600,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",IDJ
601,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",LEC
602,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",LIC
603,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",ND2
604,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",NDX
605,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",PHH
606,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",PTD
607,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",PVA
608,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",QCC
609,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",RCD
610,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",S96
611,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SC5
612,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SCG
613,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SCI
614,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SD1
615,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SDB
616,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SDJ
617,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SDX
618,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SHG
619,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",SJM
620,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",TKC
621,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",TL4
622,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",TS3
623,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",UDC
624,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",UDJ
625,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",V11
626,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",V12
627,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",V21
628,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VC1
629,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VC2
630,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VC5
631,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VC6
632,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VC9
633,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VCC
634,Xây dựng và Bất động sản,"Xây dựng nhà cửa, cao ốc",VXB
635,Sản xuất,In ấn và các hoạt động hỗ trợ,HTP
636,Sản xuất,In ấn và các hoạt động hỗ trợ,IBD
637,Sản xuất,In ấn và các hoạt động hỗ trợ,IHK
638,Sản xuất,In ấn và các hoạt động hỗ trợ,IN4
639,Sản xuất,In ấn và các hoạt động hỗ trợ,SAP
640,Sản xuất,In ấn và các hoạt động hỗ trợ,VPR
641,Sản xuất,Sản xuất các sản phẩm da và liên quan,A32
642,Sản xuất,Sản xuất các sản phẩm da và liên quan,GTD
643,Sản xuất,Sản xuất các sản phẩm dệt,KMR
644,Sản xuất,Sản xuất các sản phẩm dệt,NDT
645,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",BEL
646,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",DLG
647,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",PCM
648,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",POT
649,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",SMT
650,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",VBH
651,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",VTB
652,Sản xuất,"Sản xuất các sản phẩm điện tử, vi tính",VTE
653,Sản xuất,Sản xuất các sản phẩm gỗ,ACG
654,Sản xuất,Sản xuất các sản phẩm gỗ,BKG
655,Sản xuất,Sản xuất các sản phẩm gỗ,CHC
656,Sản xuất,Sản xuất các sản phẩm gỗ,FRC
657,Sản xuất,Sản xuất các sản phẩm gỗ,GTA
658,Sản xuất,Sản xuất các sản phẩm gỗ,MDF
659,Sản xuất,Sản xuất các sản phẩm gỗ,NHT
660,Sản xuất,Sản xuất các sản phẩm gỗ,PIS
661,Sản xuất,Sản xuất các sản phẩm gỗ,PTB
662,Sản xuất,Sản xuất các sản phẩm gỗ,TLD
663,Sản xuất,Sản xuất các sản phẩm gỗ,TMW
664,Sản xuất,Sản xuất các sản phẩm gỗ,TQN
665,Sản xuất,Sản xuất các sản phẩm gỗ,XHC
666,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,BCA
667,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,CBI
668,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,DTL
669,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,HLA
670,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,HPG
671,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,HSG
672,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,KKC
673,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,NKG
674,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,NSH
675,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,PAS
676,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,POM
677,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TDS
678,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TIS
679,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TKU
680,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TNB
681,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TNS
682,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TTS
683,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,TVN
684,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,VCA
685,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,VDT
686,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,VGL
687,Sản xuất,Sản xuất các sản phẩm kim loại cơ bản,VGS
688,Sản xuất,Sản xuất các sản phẩm may mặc,AG1
689,Sản xuất,Sản xuất các sản phẩm may mặc,BDG
690,Sản xuất,Sản xuất các sản phẩm may mặc,BMG
691,Sản xuất,Sản xuất các sản phẩm may mặc,DCG
692,Sản xuất,Sản xuất các sản phẩm may mặc,DM7
693,Sản xuất,Sản xuất các sản phẩm may mặc,EVE
694,Sản xuất,Sản xuất các sản phẩm may mặc,GIL
695,Sản xuất,Sản xuất các sản phẩm may mặc,GMC
696,Sản xuất,Sản xuất các sản phẩm may mặc,HCB
697,Sản xuất,Sản xuất các sản phẩm may mặc,HDM
698,Sản xuất,Sản xuất các sản phẩm may mặc,HNI
699,Sản xuất,Sản xuất các sản phẩm may mặc,HSM
700,Sản xuất,Sản xuất các sản phẩm may mặc,HUG
701,Sản xuất,Sản xuất các sản phẩm may mặc,LGM
702,Sản xuất,Sản xuất các sản phẩm may mặc,M10
703,Sản xuất,Sản xuất các sản phẩm may mặc,MGG
704,Sản xuất,Sản xuất các sản phẩm may mặc,MNB
705,Sản xuất,Sản xuất các sản phẩm may mặc,MPT
706,Sản xuất,Sản xuất các sản phẩm may mặc,MSH
707,Sản xuất,Sản xuất các sản phẩm may mặc,NJC
708,Sản xuất,Sản xuất các sản phẩm may mặc,PTG
709,Sản xuất,Sản xuất các sản phẩm may mặc,SGI
710,Sản xuất,Sản xuất các sản phẩm may mặc,SSF
711,Sản xuất,Sản xuất các sản phẩm may mặc,TCM
712,Sản xuất,Sản xuất các sản phẩm may mặc,TDT
713,Sản xuất,Sản xuất các sản phẩm may mặc,TET
714,Sản xuất,Sản xuất các sản phẩm may mặc,TLI
715,Sản xuất,Sản xuất các sản phẩm may mặc,TNG
716,Sản xuất,Sản xuất các sản phẩm may mặc,TTG
717,Sản xuất,Sản xuất các sản phẩm may mặc,VDN
718,Sản xuất,Sản xuất các sản phẩm may mặc,VGG
719,Sản xuất,Sản xuất các sản phẩm may mặc,VGT
720,Sản xuất,Sản xuất các sản phẩm may mặc,X20
721,Sản xuất,Sản xuất các sản phẩm may mặc,X26
